file,url,boxes,is_primary,Is there a face?,Hard to spot?,Accident or design?,Emotion?,Person or creature?,Gender?,Amusing?,Common?,Flags,num_boxes,train,split
000018883.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018883.jpg,"[[206, 126, 115, 201]]",[True],Yes,Easy,Accident,Surprised,Robot,Neutral,No,Somewhat,,1,True,2
000006514.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006514.jpg,"[[151.756, 143.247, 215.579, 227.634]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,,Uncommon,['Interesting'],1,False,2
000007229.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007229.jpg,"[[226.216, 204.233, 97.152, 92.188]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000005268.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005268.jpg,"[[156.011, 99.28, 253.873, 199.978]]",[True],Yes,Easy,Accident,Surprised,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000003993.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003993.jpg,"[[347, 300, 95, 71], [146, 192, 76, 83]]","[False, True]",Several,Easy,Design,Scared,Human-Adult,Neutral,No,Somewhat,,2,False,0
000007174.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007174.jpg,"[[234.017, 204.942, 127.645, 165.23]]",[True],Yes,Medium,Accident,Surprised,Human-Adult,Neutral,Yes,Uncommon,['Interesting'],1,False,0
000002523.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002523.jpg,"[[165, 299, 169, 147]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,2
000003945.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003945.jpg,"[[97, 151, 320, 242]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,Somewhat,Uncommon,,1,False,0
000009422.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009422.jpg,"[[300, 138, 194, 217], [0, 162, 213, 170]]","[False, True]",Several,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],2,False,0
000016413.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016413.jpg,"[[211, 164, 126, 177]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Somewhat,,1,False,1
000019951.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019951.jpg,"[[326, 69, 121, 124], [227, 263, 164, 142], [42, 110, 177, 144]]","[False, False, True]",Several,Easy,Design,Happy,Cartoon,Neutral,No,Uncommon,['Interesting'],3,True,2
000013186.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013186.jpg,"[[196, 260, 152, 115]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,True,2
000027751.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027751.jpg,"[[218, 278, 108, 97]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,No,Common,,1,False,1
000027409.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027409.jpg,"[[176, 110, 201, 177]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,False,2
000013921.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013921.jpg,"[[239, 285, 85, 101]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,3
000027480.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027480.jpg,"[[181, 220, 172, 118]]",[True],Yes,Easy,Design,Surprised,Animal,Neutral,No,Common,,1,True,3
000006994.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006994.jpg,"[[109.208, 128.355, 131.9, 82.969]]",[True],Yes,Hard,Accident,Surprised,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000005102.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005102.jpg,"[[296.421, 234.017, 204.233, 246.781]]",[True],Yes,Hard,Accident,Sad,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000012991.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012991.jpg,"[[193, 163, 59, 86], [136, 209, 60, 46], [166, 272, 58, 66], [85, 328, 81, 72], [186, 341, 66, 59], [264, 331, 91, 69], [355, 356, 62, 44], [426, 341, 86, 59], [430, 286, 41, 55], [466, 267, 46, 61], [338, 227, 54, 50], [329, 312, 44, 54], [398, 306, 36, 52], [295, 262, 45, 44], [221, 235, 50, 64], [111, 298, 38, 39], [119, 252, 57, 76], [109, 237, 32, 43], [55, 221, 54, 49], [0, 186, 36, 50], [9, 140, 61, 52], [12, 251, 107, 59], [28, 306, 82, 53], [146, 329, 61, 63], [127, 118, 36, 27], [85, 112, 42, 31], [265, 138, 68, 44], [246, 166, 58, 44], [333, 136, 46, 39], [247, 112, 69, 45], [374, 136, 40, 56], [434, 150, 43, 36], [360, 112, 33, 27], [392, 227, 63, 60], [378, 278, 50, 33], [333, 270, 47, 42], [261, 294, 76, 63], [416, 124, 44, 38]]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Several,Easy,Design,Neutral,Human-Adult,Male,No,Uncommon,['Interesting'],38,True,2
000015496.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015496.jpg,"[[72, 175, 80, 92], [397, 260, 58, 78]]","[True, False]",Several,Easy,Design,Happy,Other,Neutral,Somewhat,Somewhat,,2,False,3
000024190.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024190.jpg,"[[130, 181, 96, 120], [233, 180, 114, 114]]","[True, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,2,True,1
000010257.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010257.jpg,"[[191, 294, 162, 120]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Somewhat,,1,True,2
000005519.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005519.jpg,"[[131.9, 122.681, 270.892, 283.657]]",[True],Yes,Easy,Design,Surprised,Animal,Male,Somewhat,Somewhat,,1,False,0
000006549.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006549.jpg,"[[169.485, 82.26, 165.23, 168.776]]",[True],Yes,Easy,Design,Angry,Human-Adult,Male,Yes,Somewhat,['Interesting'],1,False,2
000007503.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007503.jpg,"[[194.305, 189.341, 132.609, 151.756]]",[True],Yes,Hard,Accident,Angry,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000022306.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022306.jpg,"[[43, 54, 453, 458]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0
000015399.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015399.jpg,"[[139, 132, 250, 316]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,0
000017654.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017654.jpg,"[[77, 387, 117, 68]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,0
000028099.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000028099.jpg,"[[87, 211, 375, 211]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,1
000015633.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015633.jpg,"[[22, 85, 468, 311]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,3
000026617.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026617.jpg,"[[184, 194, 119, 103]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Somewhat,,1,True,2
000002419.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002419.jpg,"[[144, 97, 271, 308]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,3
000015872.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015872.jpg,"[[137, 151, 220, 174]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,3
000027761.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027761.jpg,"[[207, 77, 120, 121]]",[True],Yes,Easy,Design,Happy,Human-Young,Female,No,Somewhat,,1,False,2
000024916.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024916.jpg,"[[166, 228, 171, 168]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,False,1
000027953.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027953.jpg,"[[242, 259, 98, 101]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0
000005728.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005728.jpg,"[[146.792, 82.26, 256, 198.56]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,False,1
000004029.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004029.jpg,"[[180, 136, 236, 265]]",[True],Yes,Hard,Accident,Scared,Animal,Male,No,Uncommon,,1,False,3
000022864.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022864.jpg,"[[247, 176, 125, 136]]",[True],Yes,,Design,Happy,Other,Neutral,No,Common,,1,False,0
000011374.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011374.jpg,"[[172, 208, 169, 127]]",[True],Yes,Medium,Design,Happy,Animal,Neutral,No,Somewhat,,1,False,2
000006406.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006406.jpg,"[[236.144, 149.629, 184.377, 138.282]]",[True],Yes,Easy,Design,Happy,Alien,Neutral,Somewhat,Common,,1,False,2
000006503.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006503.jpg,"[[205.651, 84.388, 162.393, 121.972]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000016686.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016686.jpg,"[[218, 201, 108, 72]]",[True],Yes,Easy,Design,Sad,Other,Neutral,No,Common,,1,True,0
000007427.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007427.jpg,"[[208.488, 122.681, 226.216, 237.563]]",[True],Yes,Hard,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000017939.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017939.jpg,"[[126, 66, 251, 315]]",[True],Yes,Easy,Accident,Neutral,Robot,Neutral,No,Common,,1,True,3
000002225.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002225.jpg,"[[158, 136, 218, 236]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000006049.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006049.jpg,"[[90.061, 252.454, 187.922, 134.028]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,Yes,Uncommon,['Interesting'],1,True,2
000025923.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025923.jpg,"[[122, 89, 281, 200]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Somewhat,,1,True,1
000007049.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007049.jpg,"[[202, 195, 34, 37]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000005543.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005543.jpg,"[[53.186, 76.587, 332.587, 322.66]]",[True],Yes,Easy,Accident,Surprised,Robot,Neutral,Somewhat,Common,['Interesting'],1,False,3
000021016.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021016.jpg,"[[114, 216, 196, 200]]",[True],Yes,,Accident,Scared,Human-Old,Male,No,Uncommon,,1,False,0
000004679.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004679.jpg,"[[81, 132, 339, 265]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Uncommon,,1,True,1
000023903.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023903.jpg,"[[84, 211, 336, 290]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,3
000019102.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019102.jpg,"[[70, 123, 416, 369]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,False,0
000008988.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008988.jpg,"[[120, 123, 287, 219]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Uncommon,['Interesting'],1,True,1
000025850.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025850.jpg,"[[238, 172, 104, 103]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,No,Common,,1,True,1
000027969.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027969.jpg,"[[279, 111, 135, 144]]",[True],Yes,Easy,Design,Neutral,Animal,Male,Somewhat,Uncommon,['Interesting'],1,True,3
000027006.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027006.jpg,"[[236, 106, 107, 111]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,2
000019991.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019991.jpg,"[[234, 168, 54, 88], [397, 271, 29, 39]]","[True, False]",Several,Hard,Accident,Neutral,Human-Adult,Male,Somewhat,Uncommon,,2,True,3
000008793.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008793.jpg,"[[224, 116, 123, 167]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,2
000016935.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016935.jpg,"[[75, 171, 305, 159]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,False,0
000025673.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025673.jpg,"[[200, 170, 94, 118]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,No,Uncommon,,1,True,1
000007564.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007564.jpg,"[[242.526, 234.017, 179.413, 157.429]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000007103.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007103.jpg,"[[217.706, 232.598, 122.682, 123.391]]",[True],Yes,Hard,Accident,Surprised,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,False,1
000026747.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026747.jpg,"[[288, 146, 109, 135]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Male,Somewhat,Uncommon,,1,True,2
000011689.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011689.jpg,"[[162, 133, 194, 163]]",[True],Yes,Easy,Design,Sad,Cartoon,Neutral,Somewhat,Common,,1,True,2
000003768.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003768.jpg,"[[297, 154, 121, 276]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,False,3
000016294.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016294.jpg,"[[10, 234, 24, 19]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,False,1
000017262.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017262.jpg,"[[140, 241, 148, 173]]",[True],Yes,Medium,Design,Scared,Alien,Neutral,No,Common,,1,True,1
000011131.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011131.jpg,"[[158, 111, 213, 200]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,True,0
000001530.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001530.jpg,"[[218, 117, 161, 247]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,0
000000802.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000802.jpg,"[[39, 170, 346, 248]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1
000000490.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000490.jpg,"[[125, 81, 322, 370]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,,1,True,1
000004669.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004669.jpg,"[[49, 133, 192, 248], [211, 145, 211, 237]]","[False, True]",Several,Easy,Design,Neutral,Human-Adult,Male,No,Uncommon,['Interesting'],2,False,2
000010654.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010654.jpg,"[[143, 102, 229, 202]]",[True],Yes,Easy,Design,Neutral,Human-Young,Male,No,Uncommon,['Interesting'],1,False,3
000015106.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015106.jpg,"[[133, 152, 206, 217]]",[True],Yes,Medium,Accident,Happy,Alien,Neutral,Somewhat,Uncommon,,1,True,2
000006844.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006844.jpg,"[[207.069, 96.443, 171.612, 150.338]]",[True],Yes,Medium,Design,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2
000018440.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018440.jpg,"[[224, 128, 218, 221]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,0
000004383.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004383.jpg,"[[211, 131, 79, 161]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,,1,True,3
000002969.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002969.jpg,"[[143, 145, 278, 238]]",[True],Yes,Easy,Design,Sad,Human-Adult,Male,No,Somewhat,,1,False,3
000024627.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024627.jpg,"[[152, 174, 213, 181]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,0
000027517.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027517.jpg,"[[30, 69, 427, 397]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Uncommon,['Interesting'],1,True,1
000013991.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013991.jpg,"[[69, 173, 398, 278]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000014384.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014384.jpg,"[[100, 61, 83, 73], [221, 98, 72, 63], [330, 72, 69, 54], [67, 272, 110, 101], [239, 306, 57, 53], [342, 297, 77, 66]]","[True, False, False, False, False, False]",Several,Easy,Design,Happy,Other,Male,No,Somewhat,,6,True,1
000026120.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026120.jpg,"[[137, 26, 182, 209]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,No,Somewhat,,1,True,1
000006034.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006034.jpg,"[[158.848, 165.939, 247.49, 279.402]]",[True],Yes,Easy,Accident,Surprised,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,1
000017238.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017238.jpg,"[[165, 156, 175, 168]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000019494.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019494.jpg,"[[75, 101, 179, 163]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,2
000011152.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011152.jpg,"[[176, 329, 150, 100], [95, 195, 137, 122]]","[True, False]",Several,Easy,Design,Happy,Other,Male,Somewhat,Common,,2,False,3
000005317.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005317.jpg,"[[251.745, 171.612, 175.158, 153.884]]",[True],Yes,Medium,Accident,Surprised,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000019290.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019290.jpg,"[[195, 100, 96, 186]]",[True],Yes,Easy,Design,Sad,Human-Old,Male,No,Somewhat,,1,False,0
000022279.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022279.jpg,"[[183, 174, 185, 121]]",[True],Yes,Medium,Accident,Angry,Other,Neutral,No,Uncommon,,1,False,0
000007196.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007196.jpg,"[[257.418, 110.626, 130.482, 130.482]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,False,0
